text,label
"You know, I'm really happy about my relationship very",positive
I'm really happy about my relationship very I think,positive
"You know, Listen, I'm upset about school...!",negative
"Listen, I'm upset about school...! don't you think?",negative
"In my experience, To be honest, Let's talk about my day!!",neutral
"To be honest, Let's talk about my day!!!!",neutral
"I'm really happy about my health as far as I can tell,",positive
"In my experience, Look, I love school actually",positive
"Look, I love school actually don't you think?",positive
I hate school don't you think?!!,negative
"I feel like Look, I hate my friends right?",negative
"Look, I hate my friends right? you know?",negative
I'm disappointed with my job if you ask me ,negative
I'm upset about my job as far as I can tell I think,negative
I think I'm excited for school right?,positive
I'm thinking about work you know.,neutral
I'm thinking about my day right? from my perspective,neutral
"Hey, I love my past quite,",positive
I believe I need to discuss my health,neutral
Maybe I'm excited for my job very,positive
I'm excited for my job very maybe,positive
I'm really happy about work from my perspective! in my opinion,positive
I believe I'm really happy about my job you know,positive
Maybe I'm disappointed with my past as far as I can tell,negative
I'm disappointed with my past as far as I can tell...,negative
"Actually, You see, Let's talk about my future",neutral
"You see, Let's talk about my future I think",neutral
"You know, Hey, I hate my future in my opinion",negative
"Hey, I hate my future in my opinion you know?",negative
"Hey, I hate my future in my opinion!!",negative
"To be honest, I need to discuss school...",neutral
"You know, I need to discuss my health I think!",neutral
I need to discuss my health I think!...,neutral
I think I'm excited for my past you know...,positive
I'm excited for my past you know... don't you think?,positive
I'm excited for my past you know...!!,positive
Let's talk about school if you ask me! in my opinion,neutral
Let's talk about school if you ask me!...?,neutral
"Maybe Hey, Let's talk about my job quite",neutral
"Hey, Let's talk about my job quite?!",neutral
Let's talk about school really!,neutral
I need to discuss my relationship?!,neutral
I think I'm disappointed with my friends as far as I can tell?!,negative
I'm disappointed with my friends as far as I can tell?! right?,negative
I'm disappointed with my friends as far as I can tell?!!,negative
I'm excited for my future???!,positive
I hate my day quite in my opinion,negative
I believe I need to discuss my relationship I suppose,neutral
I need to discuss my relationship I suppose...,neutral
"Well, I hate my day you know? maybe",negative
"Well, I hate my day you know?!!",negative
"Actually, Let's talk about my health wouldn't you say?...?",neutral
I hate school I think!!,negative
"You know, Honestly, I'm really happy about school right?",positive
"Honestly, I'm really happy about school right? maybe",positive
"Honestly, I'm really happy about school right?!!",positive
"I think I mean, I'm disappointed with my health from my perspective",negative
"I mean, I'm disappointed with my health from my perspective right?",negative
"I mean, I'm disappointed with my health from my perspective!",negative
I believe I love my family right?,positive
I love my family right? I think,positive
I love my family right?!,positive
"I feel like Actually, I'm disappointed with my relationship quite",negative
"Actually, I'm disappointed with my relationship quite you know?",negative
"You know what, I need to discuss work I think",neutral
I love my family?!,positive
"So, I hate work from my perspective",negative
I believe Let's talk about work really,neutral
Let's talk about work really don't you think?,neutral
Let's talk about work really...?,neutral
I hate my job maybe,negative
I believe I'm disappointed with my family?!,negative
I'm disappointed with my family?! I think,negative
I'm disappointed with my family?!!,negative
I believe I'm disappointed with my past in my opinion,negative
I'm disappointed with my past in my opinion you know?,negative
I'm disappointed with my past in my opinion...?,negative
"Actually, Hmm, Let's talk about my past if you ask me",neutral
Let's talk about my future in my opinion...,neutral
"You know, To be honest, I'm thinking about my day",neutral
"To be honest, I'm thinking about my day you know?",neutral
"To be honest, I'm thinking about my day...",neutral
"Hey, I'm thinking about my relationship!!",neutral
"Honestly, I need to discuss my family in my opinion",neutral
I need to discuss my family in my opinion...?,neutral
I'm excited for my health very right?,positive
"In my experience, I'm upset about my family actually...",negative
I'm upset about my family actually...!!,negative
"You see, I need to discuss my future I believe !!",neutral
"You know what, I'm thinking about my family",neutral
"To be honest, I need to discuss my job actually... I think",neutral
"To be honest, I need to discuss my job actually......",neutral
I'm really happy about my day!!!,positive
"Actually, I hate my past,...?",negative
"Honestly, Listen, I need to discuss my job as far as I can tell??",neutral
"Listen, I need to discuss my job as far as I can tell??!!",neutral
"In my experience, I need to discuss my past",neutral
I need to discuss my past from my perspective,neutral
I need to discuss my past?!,neutral
"Actually, You know what, I'm disappointed with my job in my opinion",negative
"You know what, I'm disappointed with my job in my opinion from my perspective",negative
"Actually, So, Let's talk about my family I believe",neutral
"So, Let's talk about my family I believe I think",neutral
"Look, I love my friends I suppose in my opinion",positive
"Honestly, I'm really happy about my relationship I think,...?",positive
"To be honest, I'm thinking about my past! maybe",neutral
