text,label
"You know, I'm just checking in my family I believe",neutral
I'm just checking in my family I believe...?,neutral
"You know, Hmm, Can we discuss my friends in my opinion?",neutral
"Hmm, Can we discuss my friends in my opinion? don't you think?",neutral
"Hmm, Can we discuss my friends in my opinion?...",neutral
"Honestly, I'm feeling great today! my relationship right?",happy
I'm feeling great today! my relationship right?...,happy
I can't stop thinking about my relationship,anxious
"Honestly, So, I'm nervous about my health ",anxious
"So, I'm nervous about my health  right?",anxious
"So, I'm nervous about my health !!",anxious
"In my experience, I'm just checking in my family I think",neutral
I'm just checking in my family I think from my perspective,neutral
"I think Honestly, I'm really upset about school from my perspective",sad
"Actually, Listen, I can't stop crying my job wouldn't you say?",sad
I think I'm really worried about my family actually?!,anxious
I'm really worried about my family actually?! don't you think?,anxious
I'm really worried about my family actually?!...?,anxious
"Maybe You know what, I wanted to talk about my day right?",neutral
I wanted to talk about school I believe?? right?,neutral
"I think Listen, I'm nervous about my day",anxious
"Listen, I'm nervous about my day!",anxious
"Actually, This makes me really mad my relationship from my perspective from my perspective",angry
"Honestly, Actually, I'm so excited about school?!",happy
"Honestly, I'm just checking in my relationship don't you think?",neutral
"Honestly, I'm just checking in my relationship!",neutral
I wanted to talk about my health...! I think,neutral
I wanted to talk about my health...!?!,neutral
"I feel like You know what, I can't stop crying work from my perspective",sad
"You know what, I can't stop crying work from my perspective maybe",sad
"I believe You know what, This makes me really mad my friends quite",angry
"You know what, This makes me really mad my friends quite...",angry
"Well, I can't stop crying my health don't you think?",sad
I can't believe my family maybe,angry
I'm so frustrated with my relationship!,angry
"To be honest, I'm really upset about my family right?",sad
"In my experience, I can't believe my day",angry
I can't believe my day?!,angry
"I feel like Look, I'm feeling down school",sad
"Look, I'm feeling down school!",sad
I'm nervous about my past you know...,anxious
"You know, Listen, This makes me really mad my relationship?",angry
"Listen, This makes me really mad my relationship?...?",angry
I'm just checking in my health?? in my opinion,neutral
I'm just checking in my health??...?,neutral
"Honestly, I'm just checking in my friends!!",neutral
I'm just checking in my friends!! right?,neutral
"Actually, I'm feeling great today! my past if you ask me",happy
I'm feeling great today! my past if you ask me...?,happy
"You know what, I'm really worried about my future quite. right?",anxious
"So, I'm feeling down school if you ask me you know?",sad
"Look, I'm really worried about my past very  from my perspective",anxious
"Look, I'm really worried about my past very !",anxious
"Honestly, I can't believe my past? you know?",angry
"In my experience, I can't believe work I suppose",angry
"Actually, Look, I'm so excited about my relationship really,",happy
"Look, I'm so excited about my relationship really, from my perspective",happy
"Look, I'm so excited about my relationship really,!",happy
"In my experience, Everything is going well my past I believe??",happy
Everything is going well my past I believe??...?,happy
"To be honest, I'm feeling great today! school you know.!!",happy
I'm so frustrated with my past don't you think??,angry
"Actually, I'm feeling down my relationship quite",sad
Maybe I'm feeling great today! school very,happy
"I feel like You see, Can we discuss my future I believe",neutral
"You see, Can we discuss my future I believe...",neutral
"Maybe I mean, I can't stop crying my day!!",sad
"I mean, I can't stop crying my day!!?!",sad
I feel like I'm feeling down my past from my perspective...,sad
I'm feeling down my past from my perspective...!,sad
"Listen, I'm just checking in my future?!",neutral
"Look, I'm really worried about my family actually maybe",anxious
"Look, I'm really worried about my family actually...?",anxious
"So, I'm really upset about my relationship right?!! you know?",sad
"Honestly, You see, Can we discuss school in my opinion!",neutral
"You see, Can we discuss school in my opinion! from my perspective",neutral
I can't believe school maybe,angry
I'm really worried about my job if you ask me!!,anxious
"In my experience, Honestly, I can't stop crying school it seems",sad
"Honestly, I can't stop crying school it seems...",sad
Maybe I'm feeling down my relationship in my opinion.,sad
I can't stop crying my health don't you think?,sad
I wanted to talk about my day don't you think? don't you think?,neutral
I wanted to talk about my day don't you think?...,neutral
"Honestly, This makes me really mad my relationship actually??!",angry
"Look, I can't stop thinking about my family I believe I think",anxious
I'm really upset about my job! in my opinion,sad
I'm really upset about my job!!!,sad
"Well, I'm really worried about my friends you know",anxious
"I think To be honest, I'm really worried about my job in my opinion...",anxious
"To be honest, I'm really worried about my job in my opinion... right?",anxious
"To be honest, I'm really worried about my job in my opinion......",anxious
"I'm really upset about my past from my perspective, from my perspective",sad
"I believe To be honest, Everything is going well my past if you ask me!",happy
I'm feeling great today! my job right?!! right?,happy
I'm feeling great today! my job right?!!!!,happy
I'm really worried about my job very... from my perspective,anxious
I'm really worried about my job very......?,anxious
I believe I'm so excited about my relationship it seems,happy
I'm so excited about my relationship it seems don't you think?,happy
I'm so frustrated with my relationship don't you think? in my opinion,angry
I'm so frustrated with my relationship don't you think?!!,angry
I'm feeling down work I believe,sad
I'm nervous about my family...?,anxious
"Maybe Actually, I'm feeling great today! school as far as I can tell",happy
"Actually, I'm feeling great today! school as far as I can tell right?",happy
"Actually, I'm feeling great today! school as far as I can tell!!",happy
"Maybe To be honest, I'm feeling down school",sad
Can we discuss my future really. from my perspective,neutral
"You know, I'm so excited about my past I think??",happy
I'm so excited about my past I think?? I think,happy
I'm so excited about my past I think??...,happy
I'm so excited about my day as far as I can tell,happy
Maybe I can't stop thinking about my future I believe?,anxious
Maybe I can't believe my friends it seems,angry
